1;1;1;101010010;ATIVIDADE EDUCATIVA / ORIENTAÇÃO EM GRUPO NA ATENÇÃO BÁSICA
1;1;1;101010028;ATIVIDADE EDUCATIVA / ORIENTAÇÃO EM GRUPO NA ATENÇÃO ESPECIALIZADA
1;1;1;101010036;PRÁTICA CORPORAL / ATIVIDADE FÍSICA EM GRUPO
1;1;2;101020015;AÇÃO COLETIVA DE APLICAÇÃO TÓPICA DE FLÚOR GEL
1;1;2;101020023;AÇÃO COLETIVA DE BOCHECHO FLUORADO
1;1;2;101020031;AÇÃO COLETIVA DE ESCOVAÇÃO DENTAL SUPERVISIONADA
1;1;2;101020040;AÇÃO COLETIVA DE EXAME BUCAL COM FINALIDADE EPIDEMIOLÓGICA
1;1;2;101020058;APLICAÇÃO DE CARIOSTÁTICO (POR DENTE)
1;1;2;101020066;APLICAÇÃO DE SELANTE (POR DENTE)
1;1;2;101020074;APLICAÇÃO TÓPICA DE FLÚOR (INDIVIDUAL POR SESSÃO)
1;1;2;101020082;EVIDENCIAÇÃO DE PLACA BACTERIANA
1;1;2;101020090;SELAMENTO PROVISÓRIO DE CAVIDADE DENTÁRIA
1;1;3;101030010;VISITA DOMICILIAR POR PROFISSIONAL DE NÍVEL MÉDIO
1;1;3;101030029;VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NÍVEL SUPERIOR
1;1;4;101040024;AVALIAÇÃO ANTROPOMÉTRICA
1;1;4;101040032;COLETA EXTERNA DE LEITE MATERNO (POR DOADORA)
1;1;4;101040040;PASTEURIZAÇÃO DO LEITE HUMANO (CADA 5 LITROS)
1;1;4;101040059;ADMINISTRAÇÃO DE VITAMINA A
1;1;4;101040067;APLICAÇÃO DE SUPLEMENTOS DE MICRONUTRIENTES
1;1;5;101050011;PRATICAS CORPORAIS EM MEDICINA TRADICIONAL CHINESA
1;1;5;101050020;TERAPIA COMUNITÁRIA
1;1;5;101050046;YOGA
1;1;5;101050054;OFICINA DE MASSAGEM/ AUTO-MASSAGEM
1;1;5;101050062;SESSÃO DE ARTETERAPIA
1;1;5;101050070;SESSÃO DE MEDITAÇÃO
1;1;5;101050089;SESSÃO DE MUSICOTERAPIA
1;1;5;101050097;SESSÃO DE ANTROPOSOFIA APLICADA À SAÚDE
1;1;5;101050100;SESSÃO DE BIODANÇA
1;1;5;101050119;SESSÃO DE BIOENERGÉTICA
1;1;5;101050127;SESSÃO DE CONSTELAÇÃO FAMILIAR
1;1;5;101050135;SESSÃO DE DANÇA CIRCULAR
1;1;5;101050143;SESSÃO DE TERMALISMO
1;2;1;102010056;ATIVIDADES EDUCATIVAS PARA O SETOR REGULADO
1;2;1;102010064;ANÁLISE DE PROJETOS BÁSICOS DE ARQUITETURA
1;2;1;102010072;CADASTRO DE ESTABELECIMENTOS SUJEITOS À VIGILÂNCIA SANITÁRIA
1;2;1;102010145;INSPEÇÃO SANITÁRIA DE HOSPITAIS
1;2;1;102010153;INVESTIGAÇÃO DE EVENTOS ADVERSOS E/OU QUEIXAS TÉCNICAS
1;2;1;102010161;EXCLUSÃO DE CADASTRO DE ESTABELECIMENTOS SUJEITOS À VIGILÂNCIA SANITÁRIA COM ATIVIDADES ENCERRADAS.
1;2;1;102010170;INSPEÇÃO DOS ESTABELECIMENTOS SUJEITOS À VIGILÂNCIA SANITÁRIA
1;2;1;102010188;LICENCIAMENTO DOS ESTABELECIMENTOS SUJEITOS À VIGILÂNCIA SANITÁRIA
1;2;1;102010196;APROVAÇÃO DE PROJETOS BÁSICOS DE ARQUITETURA
1;2;1;102010200;INVESTIGAÇÃO DE SURTOS DE DOENÇAS TRANSMITIDAS POR ALIMENTOS
1;2;1;102010218;INVESTIGAÇÃO DE SURTOS DE INFECÇÃO EM SERVIÇOS DE SAÚDE
1;2;1;102010226;ATIVIDADE EDUCATIVA PARA A POPULAÇÃO
1;2;1;102010234;RECEBIMENTO DE DENÚNCIAS/RECLAMAÇÕES
1;2;1;102010242;ATENDIMENTO À DENÚNCIAS/RECLAMAÇÕES
1;2;1;102010250;CADASTRO DE HOSPITAIS
1;2;1;102010269;LICENCIAMENTO SANITÁRIO DE HOSPITAIS
1;2;1;102010277;CADASTRO DE INSTITUIÇÕES DE LONGA PERMANÊNCIA PARA IDOSOS
1;2;1;102010285;INSPEÇÃO SANITÁRIA DE INSTITUIÇÕES DE LONGA PERMANÊNCIA PARA IDOSOS
1;2;1;102010293;LICENCIAMENTO SANITÁRIO DE INSTITUIÇÕES DE LONGA PERMANÊNCIA PARA IDOSOS
1;2;1;102010307;CADASTRO DE INDÚSTRIAS DE MEDICAMENTOS
1;2;1;102010315;INSPEÇÃO SANITÁRIA DE INDÚSTRIA DE MEDICAMENTOS
1;2;1;102010323;LICENCIAMENTO SANITÁRIO DE INDÚSTRIAS DE MEDICAMENTOS
1;2;1;102010331;CADASTRO DE SERVIÇOS DE DIAGNÓSTICO E TRATAMENTO DO CÂNCER DE COLO DE ÚTERO E MAMA
1;2;1;102010340;INSPEÇÃO SANITÁRIA DE SERVIÇOS DE DIAGNÓSTICO E TRATAMENTO DO CÂNCER DE COLO DE ÚTERO E MAMA.
1;2;1;102010358;LICENCIAMENTO SANITÁRIO DE SERVIÇOS DE DIAGNÓSTICO E TRATAMENTO DO CÂNCER DE COLO DE ÚTERO E MAMA
1;2;1;102010366;CADASTRO DE SERVIÇOS HOSPITALARES DE ATENÇÃO AO PARTO E À CRIANÇA
1;2;1;102010374;INSPEÇÃO SANITÁRIA DE SERVIÇOS HOSPITALARES DE ATENÇÃO AO PARTO E À CRIANÇA
1;2;1;102010382;LICENCIAMENTO SANITÁRIO DE SERVIÇOS HOSPITALARES DE ATENÇÃO AO PARTO E À CRIANÇA
1;2;1;102010390;CADASTRO DE SERVIÇOS DE HEMOTERAPIA
1;2;1;102010404;INSPEÇÃO SANITÁRIA DE SERVIÇOS DE HEMOTERAPIA
1;2;1;102010412;LICENCIAMENTO SANITÁRIO DE SERVIÇOS DE HEMOTERAPIA
1;2;1;102010420;CADASTRO DE SERVIÇOS DE TERAPIA RENAL SUBSTITUTIVA
1;2;1;102010439;INSPEÇÃO SANITÁRIA DE SERVIÇOS DE TERAPIA RENAL SUBSTITUTIVA
1;2;1;102010447;LICENCIAMENTO SANITÁRIO DE SERVIÇOS DE TERAPIA RENAL SUBSTITUTIVA
1;2;1;102010455;CADASTRO DE SERVIÇOS DE ALIMENTAÇÃO
1;2;1;102010463;INSPEÇÃO SANITÁRIA DE SERVIÇOS DE ALIMENTAÇÃO
1;2;1;102010471;LICENCIAMENTO SANITÁRIO DE SERVIÇOS DE ALIMENTAÇÃO
1;2;1;102010480;FISCALIZAÇÃO DO USO DE PRODUTOS FUMÍGENOS DERIVADOS DO TABACO EM AMBIENTES COLETIVOS FECHADOS, PÚBLICOS OU PRIVADOS
